FullName,Winery,ScoreAIS,Grapes,Tasting Notes,Pairing,Price,Bottles,Alcohol,Aging
Cascina Melognis,Colline Saluzzesi Pelaverga,,Pelaverga 100%,"Cristallino dai fugaci lampi rubino pallido Delicatissima e netta freschezza florale di iris, con uno stuzzicante seguito di pepe e una piacevole golosità fruttata In bocca è snello, puntuale in un equilibrato dinamismo, efficace tra l'ingresso misurato e la sapida persistenza del finale",Cappelletti alla rana pescatrice,13,3,12,Acciaio 8 mesi
Cascina Melognis,Comitis 2020,,Gouais blanc 60% – Chasselas 20% – altre varietà 20% Alc.11%,,Piatti di verdure,13,1,11,Acciaio 8 mesi
Cascina Melognis,Sinespina 2020,,Neretta cuneese 50% – Barbera 25% – Chatus 10% – Freisa 10% – Pelaverga 5%,,Piatti di verdure,11,1,"12,5",Acciaio 8 mesi
Casa E. Di Mirafiore,Barolo Lazzarito 2017,92,Nebbiolo 100%,"Granato Olfazione avvolgente, ricca di dolci profumi fruttati (fragolina über alles), con controcanto serralunghiano di tratti ferrigni, spezie mai dominanti, fini nordicità balsamiche Ci è piaciuta molto la trama tannica, che sorregge un finale persistente e succoso, che non cede mai",Cinghiale al civet,62,7,14,Legno 24 mesi
Casa E. Di Mirafiore,Barolo Paiagallo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,47,6,14,Legno 24 mesi
Casa E. Di Mirafiore,Barolo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,38,40,14,Legno 24 mesi
Casa E. Di Mirafiore,Alta Langa Brut Blanc De Noir 2017,,Pinot nero 100%,,"Crostacei, molluschi o crudità",24,10,12,
Moccagatta,Barbaresco Bric Balin 2018,92,Nebbiolo 100%,"Granato fitto Un caleidoscopio olfattivo: in un cangiante alternarsi, si succedono fragola, erbe alpine, arancia sanguinella, menta, legno di liquirizia, chiodo di garofano E se la massa tannica impegna a fondo l'apparato tattile, il sorso è sempre succoso, con avvincente progressione",Brasato alle prugne,42,4,15,Legno 18 mesi
Moccagatta,Barbaresco Cole 2018,,Nebbiolo 100%,,Formaggi stagionati o erborinati,50,2,"14,5",Legno 18 mesi
Moccagatta,Barbaresco 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,31,12,"14,5",Legno 12 mesi
Monchiero Carbone,Roero Printi Riserva 2017,,Nebbiolo 100%,"Rosso granato ancora compatto Naso che, dopo le iniziali note tostate ed eteree, si fa più fresco e accogliente, proponendo frutta macerata, scorza d'agrume, spezie, sottobosco, eucalipto e pietra bagnata L'assaggio lo vede caldo e ricco, con tannino ancora scalpitante e una bella e gustosa sapidità",Rotolo di manzo farcito,35,6,14,Legno 24 mesi
Monchiero Carbone,Roero Arneis Recit 2020,,Arneis 100%,,Primi piatti di pasta o pasta fresca ripiena,12,80,"13,5",Acciaio 5 mesi
Montalbera,Barolo Levoluzione 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,27,8,14,Acciaio 4 mesi e Legno 24 mesi
Montalbera,Laccento Passito,,Ruchè 100%,,"Pasticceria secca, torte o cioccolato",27,2,14,Acciaio 12 mesi
Morgassi Superiore,Gavi Del Comune Di Gavi Volo 2019,,Cortese 100%,"Paglierino chiaro Un naso che richiama intesi profumi di albicocca, prugne gialle, cedro, mela golden e ancora fiori di prato di montagna, erbe aromatiche mediterranee e una traccia di pietra focaia In bocca prevale il sapido stuzzicante che apre a lunghi e intensi rimandi olfattivi",Riso venere con gamberi e pomodorini,16,36,"12,5",Acciaio 9 mesi
Morgassi Superiore,Gavi Del Comune Di Gavi Tuffo 2020,,Cortese 100%,,Piatti di pesce,13,90,"12,5",Acciaio 6 mesi
Ada Nada,Barbaresco Cichin Rombone Riserva 2016,,Nebbiolo 100%,"Granato profondo Bella integrità di piccoli frutti rossi in un ambiente olfattivo screziato da profumi di sottobosco, mentolo, violetta, ginepro Il sorso è vertebrato da un tannino robusto e ha potenza e carnosità fruttata Niente male la persistenza",Sella di lepre al Barbaresco,47,1,"14,5",Legno 36 mesi
Ada Nada,Barbaresco Valeirano 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,24,7,"14,5",Legno 24 mesi
Ada Nada,Langhe Sauvignon Neta 2020,,Sauvignon 100%,,Piatti di pesce,12,3,"13,5",Acciaio 3 mesi
Giuseppe Negro,Barbaresco Pian Cavallo 2018,,Nebbiolo 100%,"Regale manto granato Tavolozza olfattiva molto ampia, l'incipit è balsamico, cui seguono delicate note di piccoli frutti di bosco anche in confettura e agrumi, finale con ricordi alpini di genziana La beva è favorita dall'incredibile freschezza gustativa, scalpitante la trama tannica",Noce di vitello alla brace,35,6,"14,5",Legno 24 mesi
Giuseppe Negro,Barbaresco Pian Cavallo 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,35,7,"14,5",Legno 24 mesi
Giuseppe Negro,Barbaresco Gallina 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,35,3,"14,5",Legno 24 mesi
Nervi,Gattinara 2018,96,Nebbiolo 100%,"Il colore granato luminoso è splendido, così come i profumi che catturano l'olfatto riportando alla memoria fragranze di frutti rossi, fiori, delicate speziature, tocchi agrumati che celano una sottile e garbata mineralità Sorso di grande suadenza, elegante nell'equilibrio, succoso e sapido nella lunga persistenza",Fagiano in casseruola,45,40,"14,5",Legno 42 mesi
Nervi,Rosato 2020,,Nebbiolo 100%,,Piatti di pesce,15,70,"13,5",Acciaio 5 mesi
Oddero,Barolo Vigna Rionda Riserva 2012,92,Nebbiolo 100%,"Granato limpido, olfatto giocato su profumi di frutta matura e candita, arancia amara, confettura di mora seguono calde sensazioni terrose e balsamiche con richiami alle erbe officinali e liquirizia La bocca ha dotazione calorica e ottima presa tannica con persistenza mentolata",Ossobuco brasato,160,3,"14,5",Legno 42 mesi
Oddero,Barolo Rocche Di Castiglione 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,75,2,14,Legno 24 mesi
Oddero,Barolo Bussia Vigna Mondoca Riserva 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,95,3,"14,5",Legno 30 mesi
Oddero,Barolo Villero 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,70,6,"14,5",Legno 24 mesi
Oddero,Barolo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,42,30,"14,5",Legno 24 mesi
Orsolani,Erbaluce Di Caluso La Rustia 2020,,Erbaluce 100%,,Piatti di verdure,15,40,"13,5",Acciaio 8 mesi
Orsolani,Canavese Rosso Acinisparsi 2020,,Barbera 60% – Nebbiolo 20% – Neretto di Bairo 20%,Mat,Acciaio 6 mesi e Legno 6 mesi,11,5,13,
Pace,Roero Arneis Giuan Da Pas 2012,,Arneis 100%,"Giallo dorato appena accennato Naso sfaccettato, ricco e dolce, che propone miele di tiglio, orzo, mela cotogna, mirabella, spezie chiare, essenze aromatiche Il sorso è caldo e potente, equilibrato da una gustosa e tipica sapidità Un guizzo di freschezza e si rasenterebbe la perfezione",Coniglio alle mele,50,600,14,Acciaio 12 mesi
Pace,Roero Riserva 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,35,4,14,Acciaio 18 mesi e Legno 18 mesi
Pace,Roero 2017,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,25,2,14,Acciaio 12 mesi e Legno 12 mesi
Pace,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Risotti di terra,15,10,14,Acciaio 20 mesi
Pace,Langhe Pinot Nero 2018,,Pinot nero 100%,,Piatti di pesce,16,2,13,Acciaio 18 mesi
Palladino,Barolo Parafada 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,3,15,Legno 24 mesi
Palladino,Barolo San Bernardo Riserva 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,65,2,15,Legno 36 mesi
Pecchenino,Barolo Le Coste Di Monforte 2017,91,Nebbiolo 100%,"Granato Al primo naso una fragolina purissima, marchio di Monforte, cui s'accodano sensazioni di menta glaciale, sottobosco, erbe aromatiche, chiodo di garofano Va sottolineata l'eccellenza del tannino, in un contesto gustativo succoso, già pronto, ma con tutti gli attributi del futuro",Piccione in salsa di olive,45,4,15,Legno 36 mesi
Pecchenino,Barolo Bussia 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,3,15,Legno 36 mesi
Pecchenino,Barolo San Giuseppe 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,40,7,15,Legno 24 mesi
Pecchenino,Langhe Riesling 2019,,Riesling renano 100%,,Piatti di pesce,20,3,13,Acciaio 12 mesi
Pelassa,Barolo San Lorenzo Di Verduno 2017,,Nebbiolo 100%,"Scintillante rosso granato Serio e quasi timido, propone subito spezie, viola, frutta rossa appena macerata, per proseguire con elegante e precisa progressione regalando grafite, mentolo, humus, legni nobili L'assaggio è succoso, sapido e saporito, con tannino già ben integrato e ottima persistenza",Spezzatino di capriolo,45,3,"14,5",Legno 18 mesi
Pelassa,Barolo 2017,,Nebbiolo 100%,,Risotti di terra,35,10,15,Legno 24 mesi
Pelassa,La Rena 2020,,Arneis 100%,,Formaggi freschi o a pasta filata,15,6,12,
Pelassa,Roero Arneis San Vito 2020,,Arneis 100%,,Piatti di pesce,11,35,"13,5",Acciaio 6 mesi
Elio Perrone,No 2019,,Barbera 100%,,Carni rosse o selvaggina,37,3,"15,5",Legno 18 mesi
Elio Perrone,Gi 2020,,"Chardonnay 70% – Moscato bianco 15% – Viognier 15%  Alc.13,5%",,Carni bianche o da cortile,10,10,"13,5",Acciaio 5 mesi
Pio Cesare,Barolo Pio 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,65,60,"14,5",Legno 30 mesi
Pio Cesare,Barolo Mosconi 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,130,5,"14,5",Legno 30 mesi
Pio Cesare,Langhe Chardonnay Piodilei 2018,,Chardonnay 100%,,Piatti di pesce,30,14,14,Legno 9 mesi
Pira E. & Figli  Chiara Boschis,Barolo Via Nuova 2017,95,Nebbiolo 100%,"Barolo di assemblaggio, si conferma ancora il migliore Il naso è splendido, nitido e puro, dall'espressione fruttata di ciliegia e lampone, freschi fiori rossi, pesca dolce La bocca ha proporzione ed equilibrio, tannino maturo, finale succoso Una perla",Pollo alle spugnole e tartufo,80,12,"14,5",Legno 24 mesi
Pira E. & Figli  Chiara Boschis,Langhe Nebbiolo 2019,92,Nebbiolo 100%,"Un Barolo mascherato Ha un manto fruttato intenso e purissimo; gode di un timbro dolce e avvolgente con note di succo di frutta, noce moscata, erbe e bacche La bocca è importante, appena tannica e gustosa",Filetto di maiale alla senape,36,8,14,Legno 12 mesi
Podere Ai Valloni,Colline Novaresi Nebbiolo Gratus 2018,,Nebbiolo 85% – Vespolina 15%,,Primi piatti di pasta o pasta fresca ripiena,22,6,13,Legno 12 mesi
Podere Ai Valloni,Colline Novaresi Rosso Sass Russ 2018,,Nebbiolo 50% – Vespolina 50%,,Risotti di terra,13,3,"12,5",Acciaio 6 mesi
Podere Ruggeri Corsini,Barolo Bricco San Pietro 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,28,5,"14,5",Acciaio 6 mesi e Legno 30 mesi
Podere Ruggeri Corsini,Piemonte Albarossa Autenzio 2018,,Albarossa 100%,,Risotti di terra,16,2,"14,5",Legno 24 mesi
Podere Ruggeri Corsini,Langhe Chardonnay Lolly 2019,,Chardonnay 100%,,Carni bianche o da cortile,16,4,"13,5",Acciaio 4 mesi e Legno 6 mesi
Poderi Colla,Barolo Bussia Dardi Le Rose 2017,,Nebbiolo 100%,"Il rosso granato è classico, così come classico ed elegante è il naso, dapprima scuro di china e tabacco, poi sempre più accogliente Arrivano i fiori essiccati, i  frutti  di bosco macerati, le spezie dolci, i soffi balsamici Il tannino è ancora in primo piano, ma il sorso è ricco, saporito e appagante",Arrosto in crosta,44,21,"14,5",Legno 24 mesi
Poderi Colla,Barbaresco Roncaglie 2018,,Nebbiolo 100%,,Carni bianche o da cortile,34,18,"14,5",Legno 12 mesi
Poderi Colla,Langhe Riesling 2019,,Riesling 100%,,Carni bianche o da cortile,13,8,12,
Poderi Colla,Langhe Pinot Nero Campo Romano 2019,,Pinot nero 100%,,Piatti di pesce,18,3,"13,5",Legno 12 mesi
Poderi Luigi Einaudi,Barolo Ludo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,37,20,14,Legno 30 mesi
Poderi Luigi Einaudi,Barolo Terlo Vigna Costa Grimaldi 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,51,11,"14,5",Legno 30 mesi
Poderi Luigi Einaudi,Dogliani Superiore Tecc 2019,,Dolcetto 100%,,Salumi o insaccati,15,28,"14,5",Legno 12 mesi
Poderi Luigi Einaudi,Langhe Nebbiolo 2020,,Nebbiolo 100%,,Risotti di terra,15,30,14,Legno 10 mesi
Pomodolce,Colli Tortonesi Timorasso Grue 2019,94,Timorasso 100%,"Paglierino intenso L'impatto olfattivo impressiona per intensità, articolazione ed eleganza: propoli e fiori gialli, scorza di cedro, scisto scaldato dal sole, erbe aromatiche Conseguente stratificazione gustativa, in un insieme caldo, ma ben bilanciato dalla lunga, fresca massa sapido-minerale",Gnocchi al Montebore,35,2,15,Acciaio 11 mesi
Marco Porello,Roero San Michele Riserva 2017,,Nebbiolo 100%,"Classico rosso granato Dopo un esordio etereo, sussurra mai smaccato e racconta di spezie esotiche, frutta rossa macerata, fiori essiccati, aghi di pino e mentolo Il sorso è tosto, ricco, pieno e succoso, con tannino calibrato e ottima sapidità Non stupisce ma convince, sempre solido e buono",Filetto alla Voronoff,29,1,"14,5",Legno 24 mesi
Marco Porello,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Risotti di terra,12,25,14,Legno 10 mesi
Marco Porello,Roero Arneis 2020,,Arneis 100%,,Formaggi freschi o a pasta filata,8,40,13,Acciaio 4 mesi
Ferdinando Principiano,Barolo Boscareto 2016,94,Nebbiolo 100%,"Boscareto di grande carattere che unisce complessità a piacevolezza L'avvio olfattivo è vegetale e fiorito, con note di rosa e lavanda, pepe e noce moscata Poi scioglie il meglio, liberando frutta fresca tra cui fragolina, ciliegia e gelatina La bocca colpisce in succosità, proporzione e morbido finale",Stinco di maiale al forno,80,4,"13,5",Legno 30 mesi
Ferdinando Principiano,Barolo Ravera Di Monforte 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,3,"13,5",Legno 24 mesi
Ferdinando Principiano,Barolo Del Comune Di Serralunga 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,34,30,"13,5",Acciaio 6 mesi e Legno 24 mesi
Ferdinando Principiano,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni bianche o da cortile,17,20,13,Acciaio 10 mesi
Ferdinando Principiano,Langhe Rosso 2020,,Slarina 100%,,Primi piatti di pasta o pasta fresca ripiena,19,1,"11,5",Acciaio 8 mesi
Produttori Del Barbaresco,Barbaresco Montestefano,95,Nebbiolo 100%,"Granato Nucleo odoroso di bacche rosse intorno a cui orbita una galassia tra il floreale (viola fulgida), il balsamico e il mentolato, con scorta speziata finissima Forte e succoso; data la massa fruttata, il tannino pare in secondo piano Mica vero: sostiene, dà gusto Ficcante persistenza",Faraona alla creta,45,16,15,Acciaio 6 mesi e Legno 36 mesi
Produttori Del Barbaresco,Barbaresco Montefico Riserva 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,45,16,15,Acciaio 6 mesi e Legno 36 mesi
Produttori Del Barbaresco,Barbaresco Ovello Riserva 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,45,19,15,Acciaio 6 mesi e Legno 36 mesi
Produttori Del Barbaresco,Barbaresco Pora Riserva 2016,,Nebbiolo 100%,,Formaggi stagionati o erborinati,45,20,15,Acciaio 6 mesi e Legno 36 mesi
Prunotto,Barolo Bussia 2017,94,Nebbiolo 100%,"Granato chiaro Profumi squisiti di fragolina nitida, menta essiccata, pepe, chiodo di garofano, tratti vegetali, foglie secche Al palato è classico, anzi, un passo più in là, forte e leggiadro insieme, perfetto nella levigatezza tannica Sottile, memorabile persistenza di frutti rossi",Castelmagno d'alpeggio,63,30,14,Legno 18 mesi
Prunotto,Barbaresco Bric Turot 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,38,15,14,Legno 12 mesi
Prunotto,Barbaresco Secondine 2018,,Nebbiolo 100%,,Formaggi stagionati o erborinati,62,15,14,Legno 12 mesi
Prunotto,Barbaresco 2018,,Nebbiolo 100%,,Risotti di terra,26,75,"13,5",Legno 12 mesi
Prunotto,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,36,130,"13,5",Legno 18 mesi
Raineri,Barolo Perno 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,48,4,"14,5",Legno 24 mesi
Raineri,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,28,10,"14,5",Legno 24 mesi
Raineri,Langhe Bianco Elfobianco 2020,,"Chardonnay 50% – Arneis 35% – Cortese 15%  Alc.12,5%",,Piatti di pesce,9,4,"12,5",Acciaio 6 mesi
Renato Ratti,Barolo Marcenasco 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,42,70,"14,5",Legno 24 mesi
Renato Ratti,Barolo Conca 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,75,4,"14,5",Legno 24 mesi
Renato Ratti,Langhe Nebbiolo Reggimento 2018,,Nebbiolo 100%,,Carni bianche o da cortile,22,6,"14,5",Legno 12 mesi
Renato Ratti,Piemonte Sauvignon I Cedri 2019,,Sauvignon 100%,,"Crostacei, molluschi o crudità",19,5,"13,5",Acciaio 12 mesi
Réva,Barolo Ravera 2016,,Nebbiolo 100%,"Granato intenso e olfazione profonda, corrusca, con toni ferrigni, di sottobosco estivo, ginepro, lampone e mora macerati, china Un soffio balsamico rischiara il paesaggio e introduce una bocca potente e succosa, d'eccellente tessitura tannica, lunghissima",Tournedos in salsa al nebbiolo,90,3,"14,5",Legno 24 mesi
Réva,Barolo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,40,10,"14,5",Legno 24 mesi
Réva,Langhe Bianco Grey 2019,,Sauvignon 100%,,Piatti di pesce,19,9,"13,5",Legno 6 mesi
Fratelli Revello,Barolo Conca 2017,,Nebbiolo 100%,"Granato fitto Su una coltre olfattiva fruttata (mora, lampone) s'alzano nitide sensazioni balsamiche, fino a intuizioni di menta glaciale Dolce corredo speziato Bocca strutturata, vigorosa, con solido scheletro tannico, frutto di un’estrazione rigorosa; indomito finale, molto persistente",Lepre in salmì,48,2,15,Legno 24 mesi
Fratelli Revello,Barolo Gattera 2017,,Nebbiolo 100%,,Risotti di terra,37,,15,Legno 24 mesi
Fratelli Revello,Barolo Cerretta 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,51,2,15,Legno 24 mesi
Fratelli Revello,Barolo Giachini 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,44,2,15,Legno 24 mesi
Fratelli Revello,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,28,11,15,Legno 24 mesi
Carlo Daniele Ricci,Colli Tortonesi Timorasso San Leto 2018,,Timorasso 100%,"Paglierino con evidenti riflessi ramati Intrigante al naso, che in sequenza inanella profumi di cedro candito, bergamotto, anice, erbe officinali, su un basso continuo di buccia d'uva La sensazione agrumata marca l'ingresso in bocca; sorso ampio, con leggera percezione tannica, di buona durata",Straccetti di tacchino in salsa al timorasso,27,4,13,Acciaio 12 mesi
Carlo Daniele Ricci,Il Giallo Di Costa 2018,,Timorasso 100%,,Formaggi stagionati o erborinati,28,3,13,Acciaio 12 mesi
Carlo Daniele Ricci,Agape 2016,,Barbera 60% – Croatina 40%,,Salumi o insaccati,25,2,15,Legno 48 mesi
Carlo Daniele Ricci,Instabile 2017,,Timorasso 100%,,Piatti di verdure,27,2,15,Acciaio 12 mesi
Francesco Rinaldi & Figli,Barolo Cannubi Riserva 2015,94,Nebbiolo 100%,"Fitto, splendido Una Riserva dal naso complesso e molto classico: fiori passiti, viola, tanta frutta rossa, dolce e zuccherata, piccole spezie Al gusto è un omaggio alla vendemmia 2015: la bocca è morbida, lo sviluppo preciso e l'armonia tannica perfetta Un vino squisito, al meglio dal 2024",Filetto di cervo,85,2,14,Legno 42 mesi
Dante Rivetti,Piemonte Chardonnay La Valletta 2018,,Chardonnay 100%,,Piatti di pesce,24,4,14,Legno 18 mesi
Dante Rivetti,Langhe Rosato Mavik 2020,,Nebbiolo 100%,,Formaggi freschi o a pasta filata,18,5,"14,5",Acciaio 6 mesi
Rivetto,Barolo Del Comune Di Serralunga,,Nebbiolo 100%,"Scintillante rosso granato Si esprime con eleganza, precisione e misura, passando agilmente dalle spezie alla frutta ancora succosa, dai fiori alle freschezze balsamiche, in una bella progressione L'assaggio, nonostante un tannino tipico e tosto, è ricco, fresco e gustoso e invita a più di un riassaggio",Medaglioni alla Villeroy,40,15,14,Legno 24 mesi
Rivetto,Barolo Briccolina 2015,,Nebbiolo 100%,,Carni bianche o da cortile,100,2,14,Legno 40 mesi
Rivetto,Kaskal Dosaggio Zero 2018,,Nebbiolo 100%,,Carni bianche o da cortile,35,7,"13,5",
Roagna,Barolo Pira Riserva 2006,97,Nebbiolo 100%,"Alto livello, luminoso granato, complesso di ciliegie sotto spirito, liquirizia, china e erbe officinali con eucalipto e assenzio, viola e rosa Di eccellente equilibrio, pieno di forza e sostanza, lunga persistenza",Filetto in crosta,500,2,"13,5",Legno 50 mesi
Roagna,Barbaresco Albesani 2016,,Nebbiolo 100%,,Formaggi stagionati o erborinati,100,2,"13,5",Legno 18 mesi
Roagna,Barbaresco Asili Vecchie Viti 2016,,Nebbiolo 100%,,Risotti di terra,180,1,14,Legno 50 mesi
Roagna,Barbaresco Montefico Vecchie Viti 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,180,1,14,Legno 50 mesi
Gigi Rosso,Barolo Rocche Moriondino Riserva,,Nebbiolo 100%,"Granato luminoso Sfoggia un elegante ventaglio odoroso giocato su ricordi di confetture di lampone e ciliegia, violetta, foglie secche, aghi di pino e note intensamente balsamiche Al palato è coinvolgente e ricco di gusto Il tannino è  ben integrato e la sapidità accompagna un finale molto lungo",Stracotto di manzo,60,2,"14,5",Legno 48 mesi
Gigi Rosso,Barolo Rocche Moriondino 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,47,2,"14,5",Legno 36 mesi
Gigi Rosso,Barolo Bricco San Pietro 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,42,4,"14,5",Legno 36 mesi
San Fereolo,Langhe Rosso 1593 2010,,Dolcetto 100%,,Carni bianche o da cortile,36,,"14,5",Acciaio 24 mesi e Legno 60 mesi
San Fereolo,Dogliani Superiore San Fereolo 2015,,Dolcetto 100%,,Carni rosse o selvaggina,28,13,"14,5",Legno 30 mesi
San Fereolo,Langhe Rosato La Lupa 2020,,Dolcetto 85% – altre varietà 15%,,,18,1,12,
Sant'Anna Dei Bricchetti,Sorsi Di Emozione Brut 2019,,Barbera 100%  Alc.13%,,Salumi o insaccati,12,8,13,
Simone Scaletta,Barolo Riserva Bricco San Pietro 2015,,Nebbiolo 100%,"Manto granato classico Ventaglio odoroso ricco e profondo Esprime sentori di confetture di lampone e ribes rosso, violetta, pesca, spezie dolci, legni e note balsamiche Al palato è ricco e dotato di un tannino giovane ma già ben integrato Chiude su una piacevole persistenza balsamica e floreale",Costata di Angus,50,2,14,Legno 30 mesi
Simone Scaletta,Barolo Bussia 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,50,2,"14,5",Legno 24 mesi
Simone Scaletta,Barolo Chirlet Bricco San Pietro 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,39,5,"14,5",Legno 24 mesi
Scarzello,Barolo Del Comune Di Barolo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,45,4,"14,5",Legno 18 mesi
Scarzello,Barolo Boschetti 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,3,"14,5",Legno 24 mesi
Scarzello,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,17,6,14,Legno 6 mesi
Schiavenza,Barolo Broglio 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,37,7,15,Legno 30 mesi
Seghesio,Barolo 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,45,15,15,Legno 30 mesi
Serra Dei Fiori,Langhe Chardonnay Asso Di Fiori 2019,,Chardonnay 100%,"Colore paglierino dalle sfumature dorate La complessità olfattiva è giocata su sentori di frutta matura, melone, banana, ananas, fiori di camomilla, vaniglia e pepe bianco Il sorso, subito fresco, dona un'avvolgente morbidezza per poi chiudere su una persistenza salina dai ricordi intensamente fruttati",Rabaton,25,3,"12,5",Acciaio 4 mesi e Legno 6 mesi
Serra Dei Fiori,Langhe Il Fiore 2020,,Chardonnay 70% – Nascetta 30%,,Piatti di pesce,12,25,"12,5",Acciaio 4 mesi
Serra Dei Fiori,Langhe Nascetta La Regina 2020,,Nascetta 100%,,Piatti di pesce,15,6,"12,5",Acciaio 6 mesi
Edoardo Sobrino,Barolo Monvigliero 2017,93,Nebbiolo 100%,"Monvigliero davvero splendido Colore granato, ha naso molto classico, pigro a sciogliersi ma molto dinamico Sfoggia note di noce moscata, bacche, china e radici poi tanta frutta, rossa e dolce tra cui amarena e lampone, ciliegia e confetture La bocca è tosta ma armonica, con tannino fitto e lunga persistenza",Pernice alla cacciatora,60,1,"14,5",Legno 24 mesi
Edoardo Sobrino,Barolo Pisapola 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,2,"14,5",Legno 24 mesi
Sottimano,Barbaresco Fausoni 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,70,6,14,Legno 20 mesi
Stella,Monferrato Bianco Foravia 2019,,Riesling renano 100%,,Piatti di pesce,18,1,"13,5",Acciaio 8 mesi
Stella,Piemonte Chardonnay Giaiet 2020,,Chardonnay 100%,,Carni bianche o da cortile,21,2,14,Legno 18 mesi
Tacchino,Barbera Del Monferrato Albarola 2017,,Barbera 100%,"Granato compatto Profumi che iniziano da ciliegie e amarene mature, composta di sambuco, arancia rossa, poi verdi sfumature di felce selvatica, foglioline di menta, e ancora cannella e pepe bianco In bocca è decisa e concentrata e tannino e acidità vanno in calibrato equilibrio con una buona morbidezza",Cappello del prete arrosto,18,5,"14,5",Legno 24 mesi
Tacchino,Monferrato Rosso Di Fatto 2018,,Albarossa 30% – Barbera 30% – Dolcetto 30% – Cabernet sauvignon 10%,,Formaggi stagionati o erborinati,18,8,"14,5",Legno 24 mesi
Tacchino,Gavi Del Comune Di Gavi 2020,,Cortese 100%,,Piatti di pesce,12,20,"12,5",Acciaio 6 mesi
Tacchino,Barbera Del Monferrato Tralci 2019,,Barbera 100%,,Risotti di terra,10,20,14,Acciaio 18 mesi
Tenuta Carretta,Barbaresco Cascina Bordino Riserva 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,45,4,14,Legno 36 mesi
Tenuta Carretta,Roero Arneis Canorei Riserva 2018,,Arneis 100%,,Piatti di pesce,19,7,"13,5",Legno 12 mesi
Tenuta Carretta,Langhe Nebbiolo Podio 2019,,Nebbiolo 85% – Barbera 15%,,Risotti di terra,15,18,14,Legno 6 mesi
Tenuta Olim Bauda,Nizza Riserva 2018,92,Barbera 100%,"Colore rubino luminoso Il profilo olfattivo è elegante e densamente fruttato Emergono note di lampone, susina e cassis a cui si aggiungono aromi di liquirizia, sentori vegetali, balsamici e delicatamente tostati Il sorso è persistente, morbido, fresco e gustoso con una perfetta corrispondenza naso-bocca",Filetto di cervo in salsa ai mirtilli,30,13,"15,5",Legno 30 mesi
Tenuta Tamburnin,Albugnano 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,16,3,"14,5",Acciaio 3 mesi e Legno 12 mesi
Tenuta Tamburnin,Piemonte Chardonnay 2020,,Chardonnay 85% – Sauvignon 15%,,Piatti di pesce,10,3,13,Acciaio 4 mesi
